title,article,label,url
AIRBUS BRIBERY INVESTIGATION HIGHLIGHTS POWER OF INTERNATIONAL COOPERATION IN TACKLING CORRUPTION,"Loopholes to plea deals must be addressed to ensure justice is served

A €3.6bn (£3bn) corporate plea deal struck by Airbus to end a long-running corruption probe must now be followed up by prosecuting executives involved. Failing to hold individuals to account will damage public confidence and risks setting a precedent where big companies can buy their way out of trouble.

Courts in the UK, France and United States last week approved the deal – known as a Deferred Prosecution Agreement (DPA) – after the aerospace giant admitted to using middlemen to pay bribes to secure aircraft contracts.

Airbus itself will not be prosecuted under the terms of the DPA, meaning the company avoids a criminal conviction. However the UK’s Serious Fraud Office is still able to prosecute Airbus executives involved with the bribery.

Transparency International UK firmly believes that DPAs are only successful when they are followed up with investigations and prosecutions against individuals responsible for the wrongdoing.

Daniel Bruce, Chief Executive of Transparency International UK, said:

“The Airbus settlement figures are huge, certainly compared to previous Deferred Prosecution Agreements in the UK; this is to be welcomed. Large penalties are a quick and effective way to sanction companies for wrongdoing, but they should be but one of a number of consequences for egregious corruption cases such as this. Individual prosecutions in this case are vital to ensure that justice is seen to be done. Failing to go after those involved will give the impression that big companies play by a different set of rules and can simply buy their way out of trouble.

“Record-breaking settlements totalling billions of pounds are likely to grab the headlines here, but behind the numbers there are real people caught up in bribery and corruption cases. Endemic corruption in some of the world’s poorest countries costs lives and ruins many more, and bribery sanctioned by one of the world’s biggest companies helps perpetuate this.”

The SFO began investigating Airbus in 2016 after the company reported itself to authorities. Parquet National Financier, the French equivalent of the SFO, launched its own investigation in 2017.

Transparency International France had campaigned actively in 2016 to include CJIPs, the French version of DPAs, into law.

Marc-André Feffer, Chair of Transparency International France, said:

“Before the CJIP was implemented in France in 2016, no company had been convicted for corruption, leading to an unacceptable state a near-impunity in the last 15 years. The Airbus case is a good example of how this new judicial procedure is a powerful leverage in the hands of the Parquet National Financier (also a young institution created only in 2014). Huge fines are a quick and effective way to hit companies where it hurts while avoiding the long, complex and highly uncertain process of trials. However, the CJIPs now need to be evaluated and maybe improved to make sure it contains no potential loopholes and avoid to be a tool for companies to ‘buy their way out of trouble’.”

In France, the CJIP is an efficient tool that facilitates unprecedented international cooperation in major transnational bribery cases. However, we regret that no company has ever spontaneously come forwards to denounce their illicit wrong doing to French authorities. We will remain on the lookout.",am,https://www.transparency.org/en/press/airbus-bribery-investigation-highlights-power-of-international-cooperation
MACC arrests three company directors for alleged bribery over RM90mil govt contract,"PUTRAJAYA: The Malaysian Anti-Corruption Commission (MACC) has arrested three company directors for alleged bribery to secure an advertising contract worth RM90mil under a government agency last year.

The directors, aged from 31 and 48, were arrested on Wednesday (June 10) evening when they were called to have their statements recorded here.

Sources said that investigators had also identified officers of the government agency who were involved.

""The MACC expects to carry out a series of arrests against individuals who we believe are in league with the directors,"" said the source.

According to the source, the company had provided false information for a tender and were later awarded the contract.

It is believed the company did not have the right qualification for the job and had in fact failed a technical and financial evaluation.

""However, because they had bribed certain officials, conditions that the company had to meet were set aside, were awarded the job,"" said the source.

It is understood that the bribery involved a sum of RM5mil.

MACC deputy chief commissioner Datuk Seri Ahmad Khusairi Yahaya confirmed the arrests.

He said the suspects have been remanded for four days.",am,https://www.thestar.com.my/news/nation/2020/06/11/macc-arrests-three-company-directors-for-alleged-bribery-over-rm90mil-govt-contract
Apple’s head of security charged with bribery,"It’s alleged that the Santa Clara County, California sheriff's office held up an application for a concealed-weapons permit until an agreement was made for Apple to donate $70,000 (£52 thousand) worth of iPads

Apple's head of global security was charged with bribery last week for allegedly promising to donate iPads to the Santa Clara County, California, sheriff's office in exchange for concealed-weapons permits, according to an indictment made public on Monday.

The charges are part of a broad two-year investigation into the sheriff's office, according to a news release on the Santa Clara County district attorney's website. The investigation explored an alleged scheme to trade concealed weapons permits in exchange for goods, such as iPads and expensive sports tickets.

Thomas Moyer, who has run Apple's security department since 2013, according to his LinkedIn page, had applied for concealed-weapons permits, according to the release. The sheriff's office held up the application, the news release alleges, until Mr Moyer agreed to get Apple to donate $70,000 (£52 thousand) worth of iPads.

Through his attorney Ed Swanson, Mr Moyer denied the allegations and said there was no quid pro quo. Mr Moyer helped arrange a donation of iPads to a new education centre for the sheriff's office, Mr Swanson said, but that donation was not connected with four concealed-carry permits issued to Apple employees.



""He did nothing wrong and has acted with the highest integrity throughout his career. We have no doubt he will be acquitted at trial,"" Mr Swanson said in a statement.

""As law enforcement officers, we are held to the highest moral and ethical standards,"" the sheriff's office said in a statement. ""This is a difficult time for our organization.""

Apple's sprawling headquarters in Cupertino falls within Santa Clara County and is staffed with security. Concealed-weapon permits are rarely granted in the county.

Santa Clara Undersheriff Rick Sung and Capt. James Jensen, who allegedly requested the bribes, were also indicted.

Jeff Rosen, the Santa Clara district attorney, said Mr Sung and Mr Jensen treated concealed-carry permits ""like commodities""; he also faulted those who allegedly paid the bribes. ""Bribe seekers should be reported to the District Attorney's Office, not rewarded with compliance,"" he said in a statement.

Apple did not immediately respond to requests for comment.

In recent years, as technology companies have drawn more interest and scrutiny from the public, some companies have dealt with physical security threats. In 2018, a woman shot three people at YouTube's headquarters in nearby San Bruno, California, before shooting herself.

Security at Apple goes beyond physical threats. The company tries to protect its trade secrets and its supply chain from competitors and other outsiders who try to uncover company secrets.

Mr Moyer's role at the company included helping employees through natural disasters, Mr Swanson said. Mr Swanson said part of his client's role was in looking for opportunities to help the law enforcement community, which includes donations of equipment, such as iPads. The ""wrongheaded prosecution,"" he said, was the result of ""collateral damage"" in a battle between the district attorney's office and the sheriff's office, which led to the charges, he said.

Mr Moyer served as Apple's chief compliance officer from 2009 to 2013, according to his LinkedIn page. One responsibility of a compliance officer is to ensure that companies follow anti-bribery laws.

The indictment comes about a year after an Apple attorney in charge of enforcing the company's insider trading policies was indicted on insider trading charges.",am,https://www.independent.co.uk/news/world/americas/apple-bribery-california-us-b1760887.html
Ex-Interpol president who went missing for months indicted on bribery charges in China,"Prosecutor’s office says he abused position to ‘illegally accept cash and property in return for performing favours’

Chinese prosecutors indicted former Interpol president Meng Hongwei on Friday on charges of accepting bribes, the latest development in a case that began with his disappearance while on a journey to Beijing.

The announcement from the prosecutor’s office in the northeastern city of Tianjin said Mr Meng had abused his positions, including as a vice minister of public security and head of the maritime police to “illegally accept cash and property in return for performing favours for others”.

“The amounts were especially huge,” the statement said.

Earlier, the ruling Communist Party’s disciplinary committee said an investigation found that Mr Meng abused his power in order to satisfy his family’s “extravagant lifestyle”.

He was formally arrested last month after being expelled from public office and the party.

While serving at Interpol, Mr Meng retained his title as a vice minister of public security.

Elected president of the international police organisation in 2016, he had his four-year term cut short when he disappeared into custody after travelling to China from the body’s headquarters in France at the end of September.

Interpol was not informed and was forced to make a formal request to China for information about Mr Meng’s whereabouts.

There are suspicions he had fallen out of political favour with Chinese president Xi Jinping, who has carried out a wide-ranging crackdown on corruption and perceived disloyalty that observers say is calculated to strengthen party control while bringing down potential challengers to his authority.

Mr Meng’s wife has accused Chinese authorities of lying and questioned whether her husband was still alive.

Grace Meng has remained in France with their two sons since her husband’s detention.",am,https://www.independent.co.uk/news/world/asia/meng-hongwei-interpol-china-bribery-president-missing-tianjing-a8907931.html
More Than 30 Charged in Scheme to Fix Coast Guard Test Scores,"An employee at a Coast Guard testing center entered false scores in exchange for bribes, federal prosecutors say.

For more than seven years, prosecutors say, a Coast Guard employee at a test center in Louisiana took bribes to enter falsified test scores, allowing two dozen people to obtain licenses required for various positions on vessels without passing the exams.

Last week, that employee, Dorothy Smith, a credentialing specialist at the center in Mandeville, La., and 30 other people were indicted in the scheme, prosecutors said on Monday.

According to the U.S. Attorney’s Office for the Eastern District of Louisiana, Ms. Smith worked with intermediaries to secure bribes. Two former Coast Guard employees are among the six intermediaries whom prosecutors said Ms. Smith used as part of the operation. The other four, who were workers in the maritime industry, had their scores fixed by Ms. Smith in addition to recruiting others.

In exchange for the bribes, Ms. Smith falsely reported that the applicants had earned passing scores on exams or learning modules, prosecutors said, and in some cases reported that the applicants had appeared for the tests when they had not.

The exams test “mariners’ knowledge and training to safely operate under the authority of licenses,” according to a statement from the U.S. Attorney’s Office.

Ms. Smith and the six intermediaries were each charged with conspiracy to defraud the United States. A lawyer representing Ms. Smith in the case declined to comment.

The scheme “resulted in the applicants illegally obtaining a range of licenses for officer-level positions, including the most important positions on vessels, such as master, chief mate, and chief engineer,” the statement said.

The Coast Guard did not immediately respond on Tuesday night to a request for comment.

Twenty-four other people face charges in the case. They were charged with receiving, possessing and intending to unlawfully use mariner licenses by way of the false scores. Some applicants had their scores fixed on multiple occasions, prosecutors said.

One applicant paid an intermediary $3,500 for fake scores, according to the indictment. Another paid Ms. Smith $1,000 directly, prosecutors said. They did not say how much Ms. Smith and her associates made in the scheme.

Editors’ Picks

Some Movies Actually Understand Poverty in America

Should I Stop Speaking to My Trump-Supporting Friends?

‘The Crown’ Stokes an Uproar Over Fact vs. Entertainment
Continue reading the main story
If convicted, each of the 31 defendants could face up to five years in prison and a $250,000 fine, prosecutors said.

The case is being investigated by the Coast Guard Investigative Service. It was unclear how investigators became aware of the operation.

The indictment came more than a year after dozens of people were charged in an unrelated widespread college admissions cheating scandal. Those charges resulted from the Justice Department’s “Varsity Blues” investigation and involved celebrities including the actresses Felicity Huffman and Lori Loughlin.

The investigation revealed that wealthy parents had paid to have their children’s admissions scores fixed, sometimes in conjunction with falsified résumés and bribes to coaches to admit students as competitive athletes.

Last week, a former fencing coach at Harvard was accused of taking $1.5 million in bribes to assist a wealthy Maryland businessman’s sons in being admitted to the school.

",am,https://www.nytimes.com/2020/11/24/us/coast-guard-test-score-scheme.html
Queensland man charged with plotting terror attack in Bundaberg,"A man has been charged with plotting a terrorist attack in a coastal Queensland town.
Former journalist James Waugh is accused of planning a violent extremist attack in the coastal town of Bundaberg.
The 29-year-old Kepnock man was arrested by a Joint Counter Terror Team from the Australian Federal Police (AFP) and the Queensland Police yesterday.

He had been planning a terror act in the Bundaberg region and had sought firearms training, investigators allege.
The investigation into Mr Waugh was sparked after he allegedly made threats towards a member of the public last month.
He has been charged with one count of acts done in preparation for, or planning, terrorist acts.
If found guilty, he faces a maximum sentence of life imprisonment.

A property in Kepnock was raided on November 3 and a number of electronic devices and a notebook were seized by police.
It was alleged in court that the electronic devices contained documents indicating a desire to undertake acts of violent extremism.
The AFP's Assistant Commissioner Counter Terrorism, Scott Lee, said investigators worked quickly to prevent a terror act.
""The investigation highlights the professionalism and dedication of the individuals and agencies involved in the JCTT, and their commitment to bringing people to account for their criminal actions,"" he said.
Mr Waugh's defence team didn't apply for bail and his matter will be heard again next month.",am,https://www.9news.com.au/national/bundaberg-terror-plot-man-charged-planning-queensland-news/cdb53dfc-866d-4ff7-b777-f6f6242cb9ed
Australian citizenship of convicted terrorist Abdul Nacer Benbrika cancelled,"The Australian government has revoked the citizenship of convicted terrorist Abdul Nacer Benbrika following his sentence for planning to bomb Melbourne landmarks expiring.
Benbrika was arrested in 2005 along with 17 others and charged with planning multiple terrorist attacks on Australian soil, including Sydney's Lucas Heights nuclear reactor and the AFL Grand Final.

Four years later he was found guilty and sentenced to 15 years jail with a non-parole period of 12 years.
He was widely considered to be the spiritual leader of the group of men arrested over the plans.
His sentence expired on November 5 this year, but was kept in jail due to an interim detention order from the Victorian Supreme Court.

This afternoon Minister for Home Affairs Peter Dutton said Benbrika's citizenship had been revoked to protect members of the public.
He is liable to be deported to Algeria and has 90 days to appeal the decision.",am,https://www.9news.com.au/national/abdul-nacer-benbrika-australian-citizenship-of-convicted-terrorist-cancelled/75b08bd0-824b-4477-9c80-98bcb10fa52a
"Accused terror killer identified after woman decapitated in Nice, France","The identity of the man accused of decapitating a 60-year-old woman and killing two others in the French city of Nice has been revealed.
Authorities earlier named the man as Brahim Aouissaoui, a 21-year-old Tunisian migrant.
A source in the Italian interior ministry told CNN that Aouissaoui first arrived in Europe on the southern Italian island of Lampedusa.
He arrived in France early this month, AFP reports.
Prime Minister Scott Morrison has condemned the terror attack as a ""callous act of barbarism"".
He told Ben Fordham on 2GB that he had spoken with French President Emmanuel Macron.
Mr Morrison said Australia stood with the French people.
""This is a very awful thing that has occurred. We share values. We stand for the same thing,"" Mr Morrison said.
Mr Morrison also rebuked former Malaysian prime minister Mahathir Mohamad who said Muslims ""have a right to kill millions of French people"" just hours after the Nice attack.
""That is an absolutely absurd statement,"" he said.
Mr Morrison said the only sensible response to the incident was of ""utter condemnation"".
France is at an ""emergency"" alert level and is doubling the number of soldiers deployed to 7000 across the country after the killings at the Notre Dame Basilica in Nice.
A man armed with a knife attacked two women and a man at the church on Thursday morning (Thursday evening AEDT) before he was shot by police. As he lay wounded, the Nice mayor said the attacker repeated ""Allahu Akbar"" over and over. French authorities have opened a terrorism investigation.
French churches have been ferociously attacked by extremists in recent years, and Thursday's killings come ahead of the Roman Catholic All Saints' holiday.
The Nice attack is the third in two months in France that authorities have attributed to Muslim extremists, including the beheading of a teacher.
It comes during a growing furore over caricatures of the Prophet Muhammad that were republished by the satirical newspaper Charlie Hebdo — renewing vociferous debate in France and the Muslim world over the depictions that Muslims consider offensive but are protected by French free speech laws
The Nice assailant, who was armed with a knife, was wounded by police and hospitalised after the killings at the Notre Dame Church, less than 1km from the site in 2016 where another attacker plowed a truck into a Bastille Day crowd, killing dozens.
Police were not searching for any other assailants.
""It seems that, according to the first findings of the police, the woman who was inside the church has been decapitated. For the other victims, we cannot say anything at the moment,"" said mayor Christian Estrosi, telling BFM television that three people had died, two inside the church and a third who fled but was mortally wounded.
""He cried 'Allahu Akbar' over and over, even after he was injured. The meaning of his gesture left no doubt.""
Shots punctuated the air and witnesses screamed as police stationed at the grandiose doors to the church appeared to fire at the attacker inside, according to videos obtained by The Associated Press.
Hours later, AP reporters at the scene saw emergency vehicles and police tape lining the wide Notre Dame Avenue leading toward the plaza in front of the basilica. For a time after the attack, sounds of explosions could be heard as sappers exploded suspicious objects.
France's anti-terrorism prosecutor's office has opened an investigation into the attack, the third one since a trial began in September for people linked to the 2015 attacks at Charlie Hebdo and a kosher supermarket by gunmen who claimed allegiance to the Islamic State group and al-Qaida. The trial is nearing its end, with a verdict planned for November 13, the fifth anniversary of another series of deadly Islamic State attacks in Paris.
Thursday's attacker was believed to be acting alone and police are not searching for other assailants, said two police officials, who were not authorised to be publicly named.
""With the attack against (teacher) Samual Paty, it was freedom of speech that was targeted. With this attack in Nice, it is freedom of religion,"" Mr Castex told lawmakers.
Earlier, the lower house of parliament suspended a debate on France's new virus restrictions and held a moment of silence for the victims. Mr Castex rushed from the hall to a crisis centre overseeing the aftermath of the Nice attack and later returned to announce the alert level increase.
Simultaneous attacks
Muslims have held protests in several countries and called for a boycott of French goods in response to France's stance on caricatures of Islam's most revered prophet, whose birthday was marked in several countries Thursday. Soon before Thursday's attack, supporters of religious political party Jamiat Ulema-e-Islam protested in Pakistan against Macron.
In Avignon on Thursday morning, an armed man was shot to death by police after he refused to drop his weapon and a flash-ball shot failed to stop him, one police official said. And a Saudi state-run news agency said a man stabbed a guard at the French consulate in Jiddah, wounding the guard before he was arrested.
Islamic State extremists had issued a video on Wednesday renewing calls for attacks against France.
Many groups and nations, however, issued their condolences Thursday, standing firmly with France.
The French Council of the Muslim Faith condemned the Nice attack and called on French Muslims to refrain from festivities this week marking the birth of Muhammad ""as a sign of mourning and in solidarity with the victims and their loved ones.""
Turkey's Foreign Ministry strongly condemned the attack in Nice. ""We stand in solidarity with the people of France against terror and violence,"" the statement said.
Relations between Turkey and France hit a new low after Turkey's president on Saturday accused Macron of Islamophobia over the caricatures and questioned his mental health, prompting Paris to recall its ambassador to Turkey for consultations.
The attack in Nice came less than two weeks after another assailant beheaded a French middle school teacher who showed the caricatures of the Prophet Muhammad for a class on free speech. Those caricatures were published by Charlie Hebdo and cited by the men who gunned down the newspaper's editorial meeting in 2015.
In September, a man who had sought asylum in France attacked bystanders outside Charlie Hebdo's former offices with a butcher knife.
French Roman Catholic sites have been ferociously and repeatedly targeted by extremists in recent years, including the killing of the Rev. Jaqcues Hamel, who had his throat slit while celebrating Mass in his Normandy church by Islamic militants and a plot to bomb Paris' Notre Dame cathedral.
Those attacks were claimed by the Islamic State group, which also is believed to have recruited a man now on trial who plotted unsuccessfully to attack a church on the outskirts of Paris.
Nice's 19th-century basilica Notre Dame de l'Assomption is the largest church in the city, but smaller and newer than the cathedral 2km away.
The basilica's twin neogothic towers, standing 65 metres high, are a landmark feature in the heart of the city.
",am,https://www.9news.com.au/world/two-dead-several-injured-in-nice-stabbing-attack-french-authorities-say/53a1e55e-aeee-428f-90ec-fc4df47b20db
Convicted killer who helped thwart London Bridge terrorist attack up for early release,"The convicted murderer who tackled a London Bridge terrorist with a narwhal tusk is set for early release from prison.
Steve Gallant, 42, was on day release when he confronted terrorist Usman Khan along with other members of the public last November.
Gallant will be offered a 10-month reduced sentence, with his parole hearing moved forward to next June, under the Royal Prerogative of Mercy, reports the BBC.
His release is pending a decision for the Parole Board which will take after a full risk assessment.
Gallant was jailed for 17 years in 2005 for the murder of former firefighter Barrie Jackson in Hull, northern England.
Convicted terrorist Khan, 28, killed Jack Merritt, 25, and Saskia Jones, 23, at Fishmongers Hall next to London Bridge during a conference that aimed to help rehabilitate prisoners.
After Khan attacked Mr Merritt and Ms Jones, Gallant grabbed an ornamental 1.5 metre narwhal tusk from a wall and chased the terrorist on to the bridge, where Khan was shot dead by police.
The decision to recommend an early release for Gallant has been backed by his victim's family, the Mirror reports.
Jackson's student son Jack, 21, said: ""I have mixed emotions – but what happened at London Bridge goes to show the reality that people can change.""
He added that one day he may meet Gallant.

Mr Merritt's father David also backed the move.
""Steve fully deserves this pardon, or reduction in sentence,"" he told the Mirror.
""It is fantastic. He was very close to Jack and he turned his life around and reformed. I am really pleased for him.""
A spokesman for the UK Ministry of Justice said: ""The Lord Chancellor has granted Steven Gallant a Royal Prerogative of Mercy reducing his minimum tariff of 10 months in recognition of his exceptionally brave actions at Fishmongers' Hall, which helped save people's lives despite the tremendous risk to his own.""",am,https://www.9news.com.au/world/convicted-murderer-who-confronted-london-bridge-attacker-pardoned/2ae9f558-8ea2-460b-8ea6-c52570ba90ec
Rogue Afghan soldier who killed three Australians 'flown to Qatar' on eve of key peace talks,"A rogue Afghan soldier who killed three Australian servicemen has reportedly been flown to Qatar in the lead-up to peace negotiations with the Taliban.
Private Robert Poate, Lance Corporal Stjepan Milosevic and Sapper James Martin were murdered by Afghan army sergeant, Hekmatullah, who was later captured and sentenced to death.
The ABC has reported Hekmatullah boarded a flight that took six prisoners to Doha.
""The six will remain in Qatar until the end of November and could be transferred back to Kabul,"" one of the sources told Reuters.
Hekmatullah may soon be released as part of a prisoner swap deal being orchestrated by US President Donald Trump's administration.
The move has drawn the criticism of Prime Minister Scott Morrison.
""Hekmatullah was responsible for murdering three Australians and our position is he should never be released,"" he said.
""It is a matter that I've written to the President about.
""We do not believe his release adds to peace in the region.""
Hekmatullah's potential freedom has also enraged Mr Milosevic's brother, Milan, who says pressure should be applied on the Afghani government.
""Don't let it happen – it's that simple,"" he said.
The arrival of the prisoners in Qatar coincides with long-awaited peace talks between the Taliban and the Afghan government's negotiating team set to begin tomorrow in the Gulf Arab state.
The talks — known as intra-Afghan negotiations — were laid out in a peace deal that Washington brokered with the Taliban and signed in February, also in Qatar, where the Taliban maintain a political office.
At the time, the deal was seen as Afghanistan's best chance at ending more than four decades of relentless war.",am,https://www.9news.com.au/national/rogue-afghan-soldier-hekmatullah-killed-three-australians-flown-qatar-key-taliban-peace-talks/d8ec63c0-e543-4c91-9067-3a863a4a7a42
Swedbank chief executive sacked as €135bn money laundering scandal escalates,"Birgitte Bonnesen dismissed after allegations that accounts at the bank she ran were used to wash €20bn a year of suspicious cash, including funds from Trump's former campaign manager Paul Manafort

Swedbank has sacked its chief executive after allegations that accounts at the lender were used to launder billions of dollars of questionable Russian and Ukrainian money.

Stockholm-based Swedbank was allegedly a conduit for some of the world’s most notorious strongmen including deposed Ukrainian president Viktor Yanukovich. This week reports emerged that Donald Trump’s former campaign manager and convicted felon Paul Manafort also received money via the bank.

Swedbank’s chief executive Birgitte Bonnesen was dismissed on Thursday after investigators in Sweden and Estonia opened up probes into €135bn (£115bn) of suspicious cash.

US authorities are also looking into the bank which is linked to what is thought to be the world’s largest ever money laundering case.


The allegations tie Swedbank to a €200bn dirty money scandal centring on Danske Bank. The Danish lender’s Estonia branch uncovered nine years of suspicious transactions which lawyers believe had been used by criminals and corrupt officials to launder funds.

According to a whistleblower who uncovered the scandal, UK companies were also used to hide the source of billions of euros of questionable money. The UK’s National Crime Agency (NCA) has said it is investigating the use of UK-registered companies in connection with the widening scandal.

Ms Bonnesen, who ran Swedbank’s Baltic banking unit between 2011 and 2014 was dismissed after denying any link to the money laundering case.

Swedbank’s chief financial officer Anders Karlsson will step up to the top job on an interim basis.

The bank’s headquarters were raided by on Wednesday as part of a separate insider trading investigation into allegations that Swedbank’s biggest investors were given advanced notice of a report into money laundering. After markets closed, it emerged that the bank was also being investigated for fraud.

Related video: How is money laundering done through property?
Related video: How is money laundering done through property? (EPA)
“The developments during the past days have created an enormous pressure for the bank,” Chairman Lars Idermark said in a statement on Thursday.

Shares in the bank have plummeted almost a third since the scandal first broke last month wiping around €7bn off its market value.

Swedbank is accused of handling up to €135bn in suspicious funds between 2010 and 2016 in Estonia, Sweden’s public television network SVT reported this week.",am,https://www.independent.co.uk/news/business/news/swedbank-chief-executive-sacked-money-laundering-scandal-a8843561.html
"At least six Pakistani banks named in global money laundering probe
","ISLAMABAD: At least six Pakistani banks have been named in an investigation on the role global banks play in money laundering, which make up to at least $2.5 million.

The International Consortium of Investigative Journalists (ICIJ) and Buzzfeed News carried out an investigation and found that at least 29 suspicious transactions worth about $2.5 million related to Pakistani banks, that may have been used for money laundering.

The six banks are Allied Bank, United Bank Limited (UBL), Habib Metropolitan Bank, Bank Alfalah, Standard Chartered Bank Pakistan and Habib Bank Limited.

As per the investigation, all of 29 suspicious transactions were done during the year 2011 and 2012.

The investigation details by Buzzfeed News, shared with the ICIJ revealed that global banks to the US Treasury Department's Intelligence Unit, the Financial Crimes Enforcement Network known as FinCEN, filed over 2,100 suspicious activity reports.

The report revealed that global banks moved more than $2 trillion between 1999 and 2017 in suspicious payments, flagging clients in more than 170 countries, identified as being involved in illicit transaction.

As per revealed data on Pakistani banks, out of the 29 suspicious transactions to and from Pakistan, received transactions amounted to $1,942,560 while the sent transactions were $452,000, which include at least 12 suspicious transactions by Allied Bank, eight flagged transactions by United Bank Limited, three by Bank Alfalah, four transactions by Standard Chartered Bank and one by Habib Bank Limited.

The report has put another dent on global image of Pakistan's crippling economy and its position on money laundering.

It comes at a time when Pakistan is working hard towards fulfilling the 27-point-action plan of the global watchdog on terror financing and money laundering, the Financial Action Task Force (FATF).

Pakistan currently is in the grey list of the FATF and is working on compliance of the action plan to ensure that it saves itself from being pushed ahead into the black list, which would attract global financial sanctions.
",am,https://economictimes.indiatimes.com/news/defence/at-least-six-pakistani-banks-named-in-global-money-laundering-list/articleshow/78252908.cms
Former Little Rock pastor pleads guilty to transporting minors for sexual activity,"A former Little Rock youth pastor pleaded guilty today to transporting minors across state lines for the purpose of unlawful sexual activity. Robert Shiflet, 50, now of Denton, Texas, entered his guilty plea earlier today before United States District Judge Lee P. Rudofsky. Cody Hiland, United States Attorney for the Eastern District of Arkansas, and Diane Upchurch, Special Agent in Charge of the Little Rock Field Office of the FBI, announced today’s guilty plea

Shiflet pleaded guilty to two separate instances of criminal conduct. One of these accounts began in 1996, when Shiflet met a 14-year-old girl in the youth group he pastored in Denton, Texas. Shiflet frequently made inappropriate comments to the minor and often told her he loved her. In May of 1997, when the minor was 15 years old, Shiflet led an eighth grade camping trip to the Buffalo National River in Arkansas. Shiflet was able to isolate the minor away from the group and then sexually assaulted her. He told her not to tell anyone.

Another minor reported that in 2002, when Shiflet was her youth pastor at a Little Rock church, Shiflet engaged in inappropriate sexual contact with her when she was 16 years old. Shiflet had sex with the minor multiple times during 2002-2003, when Shiflet was 32. In the summer of 2002, the youth group attended an event in Panama City, Florida. On that trip, Shiflet asked the minor to ride on the charter bus with him instead of riding on another bus with her friends. On the bus ride, he sexually assaulted the minor.

“This defendant took advantage of his position of trust as a mentor to young people and instead used his power to isolate and sexually abuse them,” stated U.S. Attorney Hiland. “This predatory behavior is never acceptable, but it is particularly disturbing when the offender is a youth pastor. Our office will continue to aggressively pursue those who commit these deplorable crimes.”

Shiflet was indicted in June 2020 with three counts of transportation of a minor to engage in illegal sexual activity and one count of coercion of a minor to engage in sexual activity. In exchange for his guilty plea, the remaining charges were dismissed.

Judge Rudofsky will sentence Shiflet at a later date. Transportation of a minor to engage in illegal sexual activity is punishable by not more than 15 years imprisonment and not more than three years of supervised release. The case was investigated by the FBI and is being prosecuted by Assistant United States Attorney Kristin Bryant.",am,https://fcced.com/ex-little-rock-pastor-pleads-guilty-31220223/
Former DeSales University Catholic Priest indicted on child pornography charges,"A former DeSales University Catholic priest who lives in Wilmington, Delaware, has been indicted on child pornography charges. Rev. William McCandless, a former adviser to Monaco’s royal family, was charged in Philadelphia.

Prosecutors say McCandless — a member of the Wilmington-based religious order Oblates de St. Francis De Sales and formerly assigned to DeSales University in Lehigh County — amassed a trove of thousands of illicit images of children, including some involving torture.

Up until 2017, McCandless had served as the vicar of St. Charles Parish in Monte Carlo, on the French Riviera, and served as a close adviser to the royal family.

The U.S. Attorney’s Office says the 56-year-old former priest amassed his collection of pornographic images while serving in Monte Carlo.

Federal prosecutors say, “he conducted internet searches for things like how to get ‘off the grid,’ how to ‘disappear’ and how to erase items from ‘the cloud.’”

McCandless entered a not guilty plea to charges, including possession and transportation of child pornography.

However, the charges unsealed Wednesday were not the first time McCandless had been on the radar. In 2010, the clergy sex abuse watchdog group, Survivors Network of Those Abused by Priests, called for his suspension, saying his name had surfaced in an ongoing clergy abuse lawsuit involving a 14-year-old boy.

At the time, McCandless had been assigned to the Salesianum School, a Catholic private high school in Wilmington. He had also previously served for seven years as a chaplain at North Catholic High School in Philadelphia.

McCandless was ordered to be placed on home incarceration, with electronic monitoring, and must also surrender his passport.

If convicted, he faces a maximum of 60 years in prison.",am,https://fcced.com/ex-desales-university-catholic-priest-indicted-312202235/
